,text,keywords
738,"in case of termination on the basis of article b if iger is the breaching party, article c if iger ceases substantially all activities in the collaboration crops, article e i or ii or article f",termination article collaboration party
739,"iger hereby grants ceres under iger s interest in any joint intellectual property and other research results, the iger intellectual property set forth in annex i, and the iger background intellectual property set forth in annex i a the exclusive right and license to produce commercial propagules of the licensed variety in the territory",annex licensed license property intellectual
740,"if ceres informs iger in writing that ceres is planning to commercialize the licensed variety in all or part of the country, directly or indirectly whether or not through the third party identified by iger , and ceres has not taken reasonable steps towards the implementation of such commercialization within two years after so informing iger",commercialization commercialize licensed variety directly
741,"unless ceres informs iger of reasonable grounds for its failure or delay omitted to implement commercialization plans, iger will be granted a non exclusive license with the right to grant sublicenses to test, produce and sell the licensed variety in the country",license licensed commercialization produce exclusive
742,"equifax hereby grants, and will cause the other members of the equifax group to grant, to certegy a fully paid",grant group fully cause
743,"non transferable license to use, create derivative works and certegy enhancements from, and sublicense the licensed equifax materials excluding the utility software programs solely for use in the certegy business and as that business may evolve and change in the future",sublicense license licensed transferable utility
744,"subject to the following i certegy shall not sublicense, or otherwise disclose or distribute, or permit any person to use",sublicense permit disclose distribute shall
745,"without limiting the foregoing, equifax hereby grants, and will cause the other members of the equifax group to grant",grant group limiting foregoing cause
746,"to certegy a fully paid, transferable license to use, create derivative works from",license derivative transferable create works
747,"equifax hereby grants, and will cause each member of the equifax group to grant, to certegy and each member of the certegy group a fully paid",grant group member fully cause
748,"non transferable right to continue to use the equifax marks employed in the certegy business, but only to the extent such equifax marks were displayed by the certegy group prior to the distribution date i on the transferred equifax assets, ii on premises jointly occupied with equifax",transferable transferred assets jointly non
749,"and iii on letterhead, product and services documentation, packaging and similar materials used by the members of the certegy group",documentation letterhead group product
750,"certegy hereby grants, and will cause each member of the certegy group to grant, to equifax and each member of the equifax group a fully paid",grant group member fully cause
751,"non omitted transferable right to continue to use the marks that were owned immediately prior to the distribution date by a member of the certegy group and employed in the equifax business, but only to the extent such marks were displayed by the equifax group prior to the distribution date i on assets owned by equifax or any member of the equifax group other than the transferred assets , ii on premises jointly occupied with one or more members of the certegy group",transferred transferable assets jointly
752,"and iii on letterhead, product and services documentation, packaging and similar materials used by the members of the equifax group",documentation letterhead product used
753,"certegy hereby grants, and will cause the other members of the certegy group to grant, to equifax a fully paid",grant group fully cause
754,"non transferable license to use, create derivative works and equifax enhancements from, and sublicense the licensed certegy materials excluding the utility software programs solely for use in the equifax business and as that business may evolve and change in the future",sublicense license licensed transferable utility
755,"subject to the following i equifax shall not sublicense, or otherwise disclose or distribute, or permit any person to use",sublicense disclose permit distribute shall
756,"all sublicensing by equifax and other members of the equifax group to any one of their customers shall be pursuant to written agreements with such customer, executed before or at the time of furnishing each copy of the licensed certegy materials excluding the utility software programs to such customer, and which provide at a minimum that such customer i receives only a personal",pursuant licensed copy customer provide
757,"non transferable and nonexclusive right to use such copy of the licensed certegy materials excluding the utility software programs ii receives no title in the intellectual property contained in the licensed certegy materials excluding the utility software programs iii will not copy the licensed certegy materials excluding the utility software programs , except as necessary to use such licensed certegy materials excluding the utility software programs in accordance with the license grant and to make one archival copy iv will not export or re export the licensed certegy materials excluding the utility software programs without the appropriate united states or foreign government licenses v will hold the licensed certegy materials excluding the utility software programs in confidence will not reverse compile or disassemble the licensed certegy materials excluding the utility software programs will not remove or destroy any proprietary markings of the licensor on or contained in the licensed certegy materials excluding the utility software programs and will include the copyright and patent notices of the licensor as specified from time to time by the licensor for the licensed certegy materials excluding the utility software programs on and in all copies of the licensed certegy materials excluding the utility software programs and vi will not sublicense, assign or otherwise transfer the licensed certegy materials excluding the utility software programs to any other person",license copy licensed sublicense transferable
758,"without limiting the foregoing, certegy hereby grants, and will cause the other members of the certegy group to grant",grant group foregoing limiting cause
759,"to equifax a fully paid, transferable license to use, create derivative works from",license transferable derivative create fully
760,"the utility software programs in both object and source code format identified on exhibit l as being owned by certegy or a member of the certegy group for any and all fields of use and to any and all person as of the closing date, equifax and certegy shall each have the perpetual, worldwide right and license to make",license utility code group member
761,"develop derivative works or enhancements of, and publicly perform and display, for any purpose",derivative develop publicly display purpose
762,"the entire apply software product to the extent the licensee does not already own the same , in both source and object code format, and the documentation thereof without any obligation including any obligation to account or pay royalties or liability to the other owner",licensee liability owner product documentation
763,"the parties acknowledge and agree that, as between the parties, title and interest in and to the trademark or service mark apply",acknowledge service mark title apply
764,"as it relates to the apply software product, shall be and remain the sole and exclusive property of certegy provided, that certegy shall grant to equifax a perpetual",apply product perpetual property shall
765,"certegy hereby grants to equifax a fully paid, worldwide license to use, improve and create derivative works and enhancements from",license create use improve
766,"subject to the terms and conditions of this agreement, arizona hereby grants to the company a perpetual, royalty free license in",license agreement company free perpetual
767,"subject to the terms and conditions of this agreement, the company hereby grants to seller a perpetual, royalty free license in",license agreement seller company royalty
768,"subject to the terms and conditions of this agreement, arizona hereby grants to the company a perpetual, royalty free license in",license agreement company free perpetual
769,"subject to the terms and conditions of this agreement, the company hereby grants to seller a perpetual, royalty free license in",license agreement seller company royalty
770,"subject to the terms and conditions of this agreement, arizona hereby grants to the company a perpetual, royalty free license in",license agreement company free perpetual
771,"subject to the terms and conditions of this agreement, the company hereby grants to seller a perpetual, royalty free license in",license agreement seller company royalty
772,"subject to the terms and conditions of this agreement, arizona hereby grants to the company a limited, non sublicensable except as set forth in section",agreement limited company non section
773,"non assignable license in, to and under the arizona licensed trademarks for the arizona trademark license term for use in the company field throughout the world only in the form and manner that such arizona licensed trademarks are used in the business as of the closing, provided that the company shall use commercially reasonable efforts to present the arizona licensed trademarks in the form set forth on schedule",license licensed commercially assignable company
774,"subject to the terms and conditions of this agreement, arizona hereby grants to the company a limited, non sublicensable except as set forth in section",agreement limited company non section
775,"subject to the terms and conditions of this agreement, the license set forth in section shall include the right of the company to use the arizona domain names solely in connection with the applicable arizona licensed trademarks in the company field during the arizona trademark license term, in the ordinary course of business in a manner generally consistent with the past practice of arizona in the company field",domain license licensed agreement company
776,"on behalf of itself and its affiliates, hereby grants to purchaser a worldwide, fully paid up",purchaser behalf fully
777,"royalty free license a under the licensed patents to make, offer to sell, otherwise dispose of",license licensed royalty free dispose
778,"and import any competing products including, the sram products and b to use, prepare derivative works of",import derivative prepare use works
779,"and otherwise practice and exploit in any manner any and all of the sram intellectual property in connection with the use and exploitation of the omitted transferred assets, and to make, offer to sell",exploitation assets exploit property sell
780,"otherwise dispose of, and import competing products including, sram products",dispose import
781,"subject to sony s compliance with the covenant not to compete in section of asset purchase agreement, purchaser hereby grants to sony a worldwide, fully paid up",purchaser agreement purchase asset covenant
782,"otherwise dispose of, and import any products, including any competing products",dispose import
783,"hsi will retain ownership and will grant a royalty free, non exclusive license to herc to use the hsi hertz foreign erb trademarks those foreign trademarks owned by hsi related to the erb that incorporate the mark name hertz as set forth on schedule a, for the interim period",hertz ownership license incorporate foreign
784,"outside the united states and puerto rico, as more fully set forth in the trademark, domain and related rights license agreement attached as exhibit a. hsi will retain ownership and will grant a royalty free",license ownership domain royalty agreement
785,"license to herc to use the hsi hertz us erb trademarks those us trademarks omitted owned by hsi related to the erb that incorporate the mark name hertz as set forth on schedule b, for the interim period, in the united states and puerto rico",hertz license incorporate united
786,"as more fully set forth in the trademark, domain and related rights license agreement attached as exhibit a. thc will retain ownership and will, subject to compliance with the terms of this agreement",domain agreement license ownership compliance
787,"grant a royalty free, non exclusive license to herc to use the thc hertz erb domains those domains owned by thc related to the erb that omitted incorporate the mark name hertz as set forth on schedule g, for the interim period",hertz license incorporate exclusive grant
788,"subject to compliance with the terms of this agreement, grant a royalty free, non exclusive worldwide license to herc to use the mark name hertz as part of company names for the interim period",license hertz agreement compliance company
789,"as more fully set forth in the trademark, domain and related rights license agreement attached as exhibit a. thc and or hsi will retain ownership and will grant a royalty free, non exclusive license to herc to use such other intellectual property for the interim period",license domain agreement ownership exclusive
790,"ms hereby grants subject to any existing third party contractual obligations to msci a non exclusive, royalty free license for msci to use, create derivative works of and sublicense",sublicense license contractual exclusive create
791,"msci hereby grants subject to any existing third party contractual obligations to ms a non exclusive, royalty free license for ms to use, create derivative works of and sublicense",license sublicense contractual exclusive free
792,"subject to section , a licensor party, on behalf of itself and the other members of the licensor group",licensor behalf section subject party
793,"and solely to the extent the licensor party or another member of the licensor group has the right to do so, hereby grants and agrees to grant to the applicable licensee party and the other members of the licensee group, subject to the field restriction of section",restriction licensee licensor grant extent
794,"with the right to sublicense as provided in section , to exploit intellectual property rights that are owned by the licensor party or another member of the licensor group immediately following the assignments pursuant to article ii and meet one or more of the following descriptions with respect to the relevant licensee party a the intellectual property rights are rights under licensed patents or other intellectual property rights that, in each case",sublicense licensee licensed licensor article
795,"as of the effective time, are either a used in connection with, or necessary for the ongoing conduct of",conduct effective ongoing necessary time
796,"the current business of the licensee party or another member of the licensee group, or b contemplated to be used in the business of the licensee party, or another member of the licensee group",licensee business group member party
797,"in the licensee group field provided, that the license granted in this section a does not apply to the intellectual property rights received under or otherwise governed by an excluded agreement and or b the intellectual property rights are embodied in an invention, or proposed invention",licensee license property agreement invention
798,"that is both i described in a patent or invention disclosure held by the licensor party or another member of the licensor group and ii conceived by at least one inventor who, at the time of conception, was employed by a member of the licensee group",patent invention inventor conception disclosure
799,"a non inclusive list of which inventions and proposed inventions are provided in schedule b , that the license granted in this section b does not apply to an invention conceived under or otherwise governed by an excluded agreement and or c the intellectual property rights are subject to an assignment to the licensor party in section b concerning performer foreground delivered ipr conceived or created in the course of services concerning which the licensor party or another member of the licensor group was the requester and the licensee party or another member of the licensee group was the performer and or omitted d the intellectual property rights are performer background ipr or patent rights of the licensor party or another member of the licensor group and is necessary for the licensee party or another member of the licensee party to exploit the performer foreground delivered ipr in the licensee group field, that the license granted in this section d applies only to the extent necessary for the licensee party or another member of the licensee group to exploit the performer foreground delivered ipr in the licensee group field",licensee license patent licensor inclusive
800,"on behalf of itself and the other members of the utc group, hereby grants to otis, carrier and the other members of the otis group and the carrier group a limited",group carrier behalf limited
801,"personal and nonsublicensable right to continue temporarily to use, following the effective time, any united technologies trademark it is using immediately prior to the effective time",temporarily united effective immediately use
802,"solely to the extent of such pre separation use and in accordance with product quality standards and programs in place at the respective member of the otis group or the carrier group immediately prior to the effective time, and strictly in accordance with this section provided that otis and carrier shall, and shall cause each of its respective affiliates including",carrier separation accordance solely respective
803,"after the effective time, the members of, the otis group and the carrier group a not to hold itself out as having any affiliation with utc or any member of the utc group except to the extent a third party may infer such affiliation merely due to the limited use of the united technologies trademarks as contemplated herein",affiliation carrier united group member
804,"effective as of the initial closing date, the purchaser will cause each acquired company and each purchaser assignee to grant, following each applicable closing date",acquired purchaser grant company date
805,"to the seller parties, an irrevocable except as expressly set forth herein , non sublicenseable except as expressly set forth herein",irrevocable seller expressly non forth
806,"fully paid up, non transferable except as expressly set forth herein , non exclusive license",license transferable exclusive fully expressly
807,"under the acquired company patents and assigned patents i a to use the acquired company patents and assigned patents in the operation of the seller business and to practice any methods, and procedures in connection therewith and b to make, offer for sale",acquired business operation company sale
808,"and otherwise dispose of products, and systems that were designed, offered for sale",dispose sale designed
809,"otherwise under development, as of the applicable closing date, by the seller parties in connection with the seller business and to practice any methods",development seller business date applicable
810,"and procedures in connection therewith, and in each case of clauses a and b , including with respect to all derivative works and natural evolutions thereof omitted ii to make",derivative thereof natural connection case
811,"offer for sale, and otherwise dispose of smart sensing network equipment and iii to make, offer for sale",sale equipment offer dispose network
812,"effective as of the initial closing date, the purchaser will cause each acquired company and each purchaser assignee to grant, following each applicable closing date",acquired purchaser grant company date
813,"to the seller parties, an irrevocable except as expressly set forth herein , non sublicenseable except as expressly set forth herein",irrevocable seller expressly non forth
814,"fully paid up, non transferable except as expressly set forth herein , non exclusive license",license transferable exclusive fully expressly
815,"under the transferred ip other than trademarks and patents that is or has been, on or prior to the initial closing date, x used in connection with the seller business",transferred seller business prior connection
816,"y used in connection with the development of any product, or system in the seller business, or z incorporated into any product",development business product seller incorporated
817,"or system in the seller business i a to use such transferred ip in the operation of the seller business and to practice any methods, and procedures in connection therewith and b to make, offer for sale",transferred business seller connection sale
818,"and otherwise dispose of products, and systems that were designed, offered for sale",dispose sale designed
819,"otherwise under development, as of the applicable closing date, by the seller parties in connection with in the seller business and to practice any methods",development seller business date applicable
820,"and procedures in connection therewith, and in each case of clauses a and b , including with respect to all derivative works and natural evolutions thereof ii to make",derivative thereof natural connection case
821,"offer for sale, import and otherwise dispose of smart sensing network equipment and iii to make, offer for sale",sale equipment offer import network
822,"effective as of the initial closing date, the seller hereby grants and will cause each other seller party to grant following each applicable closing date , to the purchaser licensees an irrevocable except as expressly set forth herein",purchaser seller irrevocable grant date
823,"non sublicenseable except as expressly set forth herein , fully paid up, non transferable except as expressly set forth herein",transferable non expressly forth fully
824,"non exclusive license, under the licensed patents i a to use the licensed patents in the operation of the business and to practice any methods, and procedures in connection therewith and b to make",license licensed exclusive business operation
825,"offer for sale, import and otherwise dispose of products, and systems that were designed",dispose sale designed offer import
826,"offered for sale, otherwise under development, as of the applicable closing date",sale development date applicable
827,"by the seller entities in connection with the business and to practice any methods, and procedures in connection therewith, and in each case of clauses a and b",seller business case connection practice
828,"including with respect to all derivative works and natural evolutions thereof and ii to make, offer for sale, and otherwise dispose of smart sensing network equipment",equipment dispose sale smart network
829,"effective as of the initial closing date the seller hereby grants and will cause each other seller party to grant, following each applicable closing date , to the purchaser licensees an irrevocable except as expressly set forth herein",purchaser seller irrevocable grant effective
830,"non sublicenseable except as expressly set forth herein , fully paid up, non transferable except as expressly set forth herein",transferable non expressly forth fully
831,"non exclusive license, under the licensed ip other than trademarks and patents i a to use such licensed ip in the operation of the business and to practice any methods, and procedures in connection therewith and b to make",license licensed exclusive business operation
832,"offer for sale, and otherwise dispose of products, and systems that were designed",dispose sale designed offer
833,"offered for sale, otherwise under development, as of the applicable closing date",sale development date applicable
834,"by the seller entities in connection with the business and to practice any methods, and procedures in connection therewith, and in each case of clauses a and b",seller business case connection practice
835,"including with respect to all derivative works and natural evolutions thereof and ii to make, offer for sale, and otherwise dispose of smart sensing network equipment",equipment dispose sale smart network
836,"effective as of the initial closing date, the seller hereby grants and will cause each other seller party to grant, following each applicable closing date",seller grant date effective applicable
837,"to the purchaser licensees a perpetual unless terminated in accordance with section ii c , fully paid up, non transferable except as set forth herein",transferable purchaser perpetual accordance section
838,"non exclusive license to use any and all licensed trademarks in the business including with respect to the purchaser licensed activities , including with respect to all derivative works and natural evolutions of such business, in a manner that is the same or substantially similar to the manner in which the seller entities have used the licensed trademarks in the business",license licensed exclusive business non
839,"effective as of the initial closing date, the seller hereby grants and will cause each other seller party to grant following each applicable closing date to the purchaser licensees a for a period of one hundred eighty days after the applicable closing date the mobility transition period , a fully paid up",purchaser seller grant transition mobility
840,"non exclusive sublicense to use any and all mobility trademarks, in accordance with the terms and conditions of the mobility trademark license and b for a period of seven hundred thirty days after the applicable closing date the non mobility transition period , a fully paid up",sublicense license mobility exclusive applicable
841,"irrevocable except as expressly set forth herein , non exclusive license to use any and all retained seller trademarks other than the mobility trademarks and licensed trademarks that are or have been, on or prior to the initial closing date",irrevocable licensed exclusive license seller
842,"used in connection with the business or any product, or system in the business the non mobility trademarks , in each case of clauses a and b",mobility business product case non
843,"solely in connection with the operation of the business or with the exercise of the licenses granted pursuant to section a and section b , in a manner that is the same or substantially similar to the manner in which the seller entities used the mobility trademarks or non mobility trademarks, in connection with the business as of the initial closing date",mobility business pursuant solely operation
844,"distributor s appointment as a distributor of the airspan products grants to distributor only a license to resell the omitted airspan products to distributor s customers in the territory, and does not transfer any right, or interest in any of the airspan software to distributor",distributor license resell appointment transfer
845,"airspan grants distributor, and distributor hereby accepts, non transferable license to use",distributor license transferable non use
846,"and to sublicense as set forth below, software provided by airspan hereunder only on a single system or unit of equipment, as may be applicable",sublicense equipment unit hereunder applicable
847,"accuray hereby grants to customers of products a non exclusive, non transferable and royalty free license under any patents owned by accuray or the licensing of which is controlled by accuray that, but for this license",license transferable exclusive
848,"as part of the exclusive distribution right granted in this section , vendor hereby grants distributor the non exclusive, non transferable right to use and display vendor s trademarks",distributor vendor exclusive transferable distribution
849,"product photographs and images, product advertising and promotional copy, including but not limited to the materials contained in vendor s website",vendor promotional advertising product limited
850,"upon the terms and subject to the conditions of this agreement, developer hereby grants to distributor an exclusive, non transferable fight and license to market and distribute the products in the territory",license distributor distribute agreement exclusive
851,"sierra hereby grants envision an exclusive, royalty free sub license of the product s future patents, and patent applications to distribute",patent license sierra distribute exclusive
852,"company hereby appoints distributor as company s exclusive distributor within the market and grants to distributor the exclusive right to sell and distribute products within the market, and distributor hereby accepts such appointment and such grant, in accordance with the terms and conditions of this agreement",distributor distribute exclusive market company
853,"ppg shanghai hereby grants to distributor during the term, subject to the terms and conditions hereinafter specified, nonassignable and nontransferable right to use the ppg trademarks in the territory for or in connection with its advertisement",shanghai distributor advertisement nontransferable hereinafter
854,"such license is granted solely in connection with alfa aesar s rights and obligations under this agreement and, for the purpose of licensing alfa aesar to use the ntc trademarks in alfa aesar s marketing, sales and distribution materials relative to the products",alfa license agreement marketing
855,"subject to any limitations which ntc communicates to alfa aesar in writing, ntc hereby grants alfa aesar a license to use, publicly perform and transmit via the internet and otherwise use such ntc content for the purpose of marketing",alfa license transmit content publicly
856,"upon the terms and conditions set forth in this agreement, inc. hereby grants to diplomat and diplomat hereby accepts the right, license and privilege of utilizing ki s name and likeness solely upon and in connection with the manufacture",diplomat agreement license manufacture connection
857,"sale and distribution of the following products sunglasses, readers and ophthalmic frames omitted optical cases, optical eye chains",optical ophthalmic eye sale following
858,"agi hereby grants a non exclusive license the license to the company and its operating subsidiaries now or hereafter existing to use the good sam name and logo, or service marks as designated by agi the trademarks , in connection with the sale of such new and used vehicles by the company that have satisfied such criteria and standards as are established from time to time by agi the approved use",license established sam
859,"the professional grants to the company the exclusive worldwide right and license to use his name, electronic media depiction, signature and any other words",license professional signature company media
860,"as described in section b above, the professional has granted the company an exclusive worldwide right and license to use his name, electronic media depiction",license professional company media exclusive
861,"signature and any other words, symbols or depiction s hereinafter the professional s image which will identify the professional to the public in connection with the advertising, sale and distribution of haley apparel",apparel signature advertising depiction professional
862,"the company shall have unlimited rights of utilization of the professional s image in all advertising, publicity and other forms of communication with any part during the term of this agreement, it being the intent of the professional that the company s utilization of the professional s image shall be at the discretion of the company",agreement discretion company advertising professional
863,"subject to the terms and conditions set forth herein, consolidated artists grants to tpc the exclusive right and license, within the contract territory and during the contract period",license consolidated contract exclusive territory
864,"pey dirt also grants to company, subject to all of the terms and conditions herein, the non exclusive right to use the manning identification in connection with certain merchandise that may be featured on the back panel of the endorsed products packaging",dirt merchandise manning endorsed identification
865,"upon registration of any such trademark, pey dirt shall grant to company a license for the use of such registered trademark on or in connection with the advertisement, promotion and sale of endorsed products",advertisement license registration endorsed registered
866,"subject to the terms and conditions of this agreement, including without limitation array s retained rights under section e below, array hereby grants to ono an exclusive license",license agreement limitation exclusive array
867,"with the right to grant sublicenses as provided in section , under the array patents, array know how and array s interests in the joint patents and joint know how to develop the products in accordance with the development plan and joint development plan s in the ono territory solely for purposes of obtaining marketing approval for use of the product in the field in the ono territory",development develop array approval joint
868,"subject to the terms and conditions of this agreement, including without limitation array s retained rights under section e below, array hereby grants to ono an exclusive license",license agreement limitation exclusive array
869,"with the right to grant sublicenses as provided in section , under the array patents, array know how and array s interests in the joint patents and joint know how to develop the products in accordance with the development plan and joint development plan s in the ono territory solely for purposes of obtaining marketing approval for use of the product in the field in the ono territory",development develop array approval joint
870,"subject to the terms and conditions of this agreement, array hereby grants to ono a worldwide non exclusive license under the array patents, array know how and array s interests in the joint patents and joint know how to i manufacture and have manufactured binimetinib and encorafenib for use in the manufacture of products",manufacture agreement license joint
871,"subject to the terms and conditions of this agreement, array hereby grants to ono an exclusive license, with the right to grant sublicenses and appoint distributors as provided in section",license exclusive agreement grant provided
872,"ono hereby grants to array a non exclusive, royalty free license, with the right to issue and authorize sublicenses through multiple tiers subject to the last sentence of section b",license authorize exclusive section array
873,"under any improvements and ono s interest in joint patent and joint know how solely to make, offer for sale, the products collectively",patent joint sale collectively make
874,"except to the extent any jointly owned inventions or intellectual property are included in subject matter licensed by one party to the other party under this agreement, each party may only practice any such jointly owned inventions or intellectual property for its own internal purposes, and neither party shall have the right to enforce",jointly agreement property enforce licensed
875,"array shall own rights to, and shall be responsible, at its own expense",array responsible shall expense
876,"for registering and maintaining, the internet domain names listed on exhibit each of the foregoing, a domain name and agrees to grant",domain grant listed exhibit foregoing
877,"each party shall own rights to any internet domain names incorporating the product trademark s owned by such party under section or any variation or part of such product trademark s as its url address or any part of such address, and agrees to grant, and hereby grants to the other party a royalty free",domain free grant address royalty
878,"upon expiration of this agreement, the licenses granted to ono under section shall become non exclusive, fully paid up",agreement exclusive expiration shall section
879,"royalty free licenses, with sublicensing rights, and or commercialize the products in the ono territory",commercialize royalty free territory
880,"from and after the expiration of this agreement, ono shall have the exclusive, fully paid up",agreement exclusive expiration shall fully
881,"royalty free right to use i product trademarks assigned to ono under section , and ii those domain names licensed to ono under section , in each case solely for purposes of",domain licensed royalty free product
882,"effective as of the date of expiration, ono shall grant to array a non exclusive, royalty free license",license expiration exclusive array free
883,"with the right to grant sublicenses, a under any improvements, and b under any other patents owned or controlled by ono related to any product s including without limitation",limitation grant product
884,"ono s interest in any joint patents for the purposes of making, marketing and promoting the product s in the form they exist as of the time the agreement is terminated, notwithstanding the foregoing",joint agreement marketing product making
885,"effective upon the effective date of termination, ono hereby assigns and shall cause to be assigned to array all worldwide rights in and to i any product trademarks specific to one or more products that ono or any of its affiliates used in connection with product s , and ii all internet domain names incorporating the applicable product trademark s or any variation or part of such product trademark s as its url address or any part of such address",termination domain product applicable
886,"for any reason, both microgenics and the back up supplier as applicable are unable to supply the assay in quantities sufficient to meet the quantities of the assay either a as set forth in each applicable binding forecast or b based on such other measure of commercial demand as agreed to by the parties in writing, in either case",assay supplier forecast supply binding
887,"during any given month period for a given country in the territory, then microgenics hereby grants achaogen or its designee a shortfall license, which license shall survive until months following the date that either microgenics or the back up supplier as applicable is in a position again to fulfill such demand as such positioning is demonstrated the supply resumption date",license supplier supply resumption shortfall
888,"during the term, and without limiting section , achaogen hereby grants to microgenics a royalty free",limiting royalty term free section
889,"worldwide license to use the achaogen omitted know how, and achaogen materials to research, market and sell the assay in the territory",assay license research market territory
890,"during the term, microgenics hereby grants to achaogen and its affiliates a royalty free, under and with respect to the immunoassay technologies",free term royalty respect
891,"microgenics know how and any patents or patent applications controlled by microgenics or its affiliates to the extent reasonably necessary for achaogen to perform its obligations or exercise its rights under this agreement or as is otherwise reasonably necessary to make, offer for sale, import and otherwise commercialize plazomicin",patent commercialize agreement
892,"achaogen shall be responsible for the prosecution and maintenance of any patent applications and patents claiming or covering any achaogen inventions, and microgenics shall be responsible for the prosecution and maintenance of any patent applications and patents claiming or covering any microgenics inventions provided, that shall not",patent responsible prosecution shall
893,"without first obtaining prior written consent, file any patent claiming or covering the provided, in the event that any such patent applications covering or claiming any are filed without first obtaining prior written consent",patent prior consent file covering
894,"then hereby grants a perpetual, fully paid up, non exclusive license under such patent applications and any patents issuing therefrom or related thereto for the purpose of developing",patent license perpetual issuing purpose
895,"microgenics hereby grants to achaogen a royalty free non exclusive right to use such trademarks in connection with advertising, promoting and marketing plazomicin, subject to section non use of names",marketing advertising exclusive
896,"airsopure grants to you, and you accept from airsopure, the right and license to operate an airsopure center or the franchise for the sale or lease of airsopure s exclusive line of products or at a location in the exclusive territory to be approved in writing by airsopure and listed in attached exhibit a the exclusive territory and center location",license lease franchise exclusive territory
897,"we grant to you and you accept a limited, non exclusive license to use the marks and the system during the term at, and in connection with",license limited exclusive grant use
898,"in reliance upon the application and information furnished by the franchisee, and subject to the terms and conditions contained in this agreement, bkc grants to the franchisee a license to use the burger king system and the burger king marks in the operation of a burger king restaurant at that location",king restaurant license agreement operation
899,"you hereby grant to us and agree to obtain from your affiliates, and or contractors , and worldwide right to use any such ideas",grant obtain use right agree
900,"and we therefore have the right, among other things to use the proprietary marks ourselves in connection with selling services and products to grant other licenses for the proprietary marks, in addition to licenses we may have already granted to existing franchisees and of to develop and establish other systems using the same or similar proprietary marks",proprietary establish develop
901,"change to marks in order to operate your franchised business under this agreement, we hereby license use of such data back to you, at no additional cost",license business agreement data operate
902,"as part of the computer system, we may require you to obtain specified computer hardware and or software, including without limitation a license to use proprietary software developed by us or others",license hardware proprietary computer require
903,"at any time and from time to time, contract with one or more software providers, business service providers",contract business service time
904,"or other third parties individually, a service provider to develop, or otherwise provide to or for the use and benefit of you and other the joint corp. franchises certain software",provider corp service joint develop
905,"you acknowledge that your right to use the marks is derived solely from this agreement, and is limited to your operation of the franchise pursuant to and in compliance with this agreement and all applicable standards, and operating procedures we prescribe from time to time during the term of the franchise",agreement compliance acknowledge pursuant franchise
906,"you agree to use the marks as the sole trade identification of the franchise, except that you will display at the franchise location a notice, in the form we prescribe",franchise notice identification prescribe location
907,"you agree not to use any mark as part of any corporate or trade name or with any prefix, or other modifying words, or symbols other than logos and additional trade and service marks licensed to you under this agreement",logos agreement prefix licensed corporate
908,"hdi shall provide the company with access to, and the right to use, a computer system on which the site will be stored and operated",access computer company site provide
909,"the company hereby grants to hdi a non exclusive, non transferable license to use the company s deerskin trademarks, and logos collectively",logos license deerskin transferable company
910,"the company hereby grants to hdi a non exclusive, non transferable license to use the company s deerskin trademarks, and logos collectively",logos license deerskin transferable company
911,"customer grants to ibm an irrevocable, paid up license to use, distribute internally and externally copies of",irrevocable license externally distribute customer
912,"ibm grants customer an irrevocable, paid up license to use, within customer s enterprise only",enterprise license customer irrevocable use
913,"co host hereby grants to nai a non exclusive, royalty free license during the term of this agreement to use the trademarks, service marks and trade names of co host in connection with the advertising and promotion of the goods from the originating locations",license host advertising goods agreement
